id	rep1	rep2	logFC	pvalue	FDR	gene
26	-1.1025	-1.988	-1.54525	0.0117009064676281	0.134093784877736	KIAA1211
27	-1.4715	-1.894	-1.68275	0.00164053825992193	0.0843339199241115	TJP1
28	-0.8135	-1.686	-1.24975	0.0202353815397369	0.160807742187764	MYO5A
29	0.1115	-0.466	-0.17725	0.431452198245477	0.610528056872094	H2AFZ;H2AFV
30	-1.0135	-0.513	-0.76325	0.0220982870334123	0.164860236598473	ITPR2
31	-1.6205	-2.249	-1.93475	0.00261594244434004	0.0896505275195703	EFHD2
32	-1.7615	-2.125	-1.94325	0.000804689188925265	0.0515718725215978	PLEC
33	1.9325	1.986	1.95925	0.000207559553978242	0.034603301593701	IKZF3
34	-1.3035	-0.459	-0.88125	0.0465068884692857	0.206846606265685	TRA2A
35	-0.7995	0.406	-0.19675	0.635376887482636	0.764310771414214	SMG7
36	-1.1285	-0.75	-0.93925	0.00730087707176828	0.119487526713386	ITPR3
37	-0.1665	-0.518	-0.34225	0.0894895635725228	0.26441004216834	PEX14
38	0.5075	-0.216	0.14575	0.579925905206309	0.72941988571763	LMNB2
39	0.7515	2.239	1.49525	0.0463866106813766	0.206836980878897	SPRYD4
40	0.1335	-0.378	-0.12225	0.541686229642223	0.699704631143665	DNAJB6
41	0.4035	-0.781	-0.18875	0.643398122570393	0.769178714846145	H2AFY
42	-0.5275	0.418	-0.05475	0.866235756592632	0.915147183515098	APOBEC3D;BK150C2.9
43	-1.1965	-2.697	-1.94675	0.0240072993499643	0.169184513868489	TGM1
44	-2.2545	-2.732	-2.49325	0.000656767822662681	0.049804132812503	AKAP2
45	-0.6085	-1.256	-0.93225	0.0222476216715411	0.165598812894503	LMTK2
46	1.1815	0.702	0.94175	0.0113802209555446	0.133218130532138	APTX
47	0.5245	0.41	0.46725	0.0161513429407829	0.150274027531017	LACTB
48	0.3385	0.123	0.23075	0.127083114401076	0.312913145453689	PARP1
49	-0.1555	-1.452	-0.80375	0.138212412693731	0.330945296770287	BRCC3
50	0.1045	-0.357	-0.12625	0.500311390559957	0.667544996443861	RALA
51	-1.8525	-3.444	-2.64825	0.0120892110268374	0.13489872323167	PKP1
52	0.2875	-0.033	0.12725	0.40426140608226	0.586946172114137	C19ORF53
53	-0.5565	0.142	-0.20725	0.431397798710978	0.610528056872094	ZNF451
54	0.5085	-0.339	0.08475	0.774638777910819	0.855796366462926	H2AFX;HIST1H2AA
55	-0.1925	-0.236	-0.21425	0.0973510492323121	0.278508653890702	FARP1
56	0.0365	0.478	0.25725	0.206245515622156	0.402607190494839	ACOT8
57	-0.6275	-0.344	-0.48575	0.0289564250822294	0.177179003454342	CNTN1
58	-0.2605	0.06	-0.10025	0.501070949595323	0.668138774163932	TTC7B
59	-2.3065	-1.925	-2.11575	0.000682073164910607	0.049804132812503	S100A9
60	1.0585	0.637	0.84775	0.0118745602338744	0.134348663836301	SH3BP1
61	-0.1635	-1.588	-0.87575	0.139319123766273	0.332385726752023	NUP214
62	-0.3135	-0.517	-0.41525	0.0308876070148871	0.180520374658464	FAM129A
63	-0.5075	0.143	-0.18225	0.459525410364525	0.636295707112495	PPAN-P2RY11;PPAN
64	0.5435	0.168	0.35575	0.0896948021256544	0.264413686649248	MFGE8
65	0.4565	-0.561	-0.0522499999999999	0.880469539720692	0.926069304885254	HIST2H2AB
66	-0.1945	-0.143	-0.16875	0.158600057285453	0.351124984009565	MTO1
67	-0.8975	-1.28	-1.08875	0.00486427741461262	0.106427624122557	DOCK8
68	-1.9195	-2.02	-1.96975	0.000229332227343204	0.034603301593701	CASP14
69	-0.6045	-0.533	-0.56875	0.00829851116971402	0.123549966483468	GNG10
70	-0.0595	-1.386	-0.72275	0.175488565781529	0.368744596824958	LGALS7
71	-1.0135	-0.969	-0.99125	0.00156566575858924	0.082694731973106	PI4KA
72	-0.8095	-0.24	-0.52475	0.0725720642817379	0.24289124261131	GYG1
73	1.0335	0.645	0.83925	0.0105235353307334	0.13114557287164	TREX1
74	-0.1955	0.261	0.03275	0.854461904244489	0.908127743574905	ASAH1
75	0.1285	-0.133	-0.00224999999999998	0.986102479535531	0.98880742385611	LGALS8
76	-0.3275	-0.538	-0.43275	0.0285462155484677	0.176715042481761	PIK3C2A
77	0.9495	0.348	0.64875	0.0485474112606251	0.209672993681252	XRCC1
78	0.2515	-0.144	0.05375	0.741976130503567	0.835421957015203	AIDA
79	0.4175	-0.635	-0.10875	0.763116428228536	0.848193597591853	HIST1H2AB;HIST3H2A;HIST1H2AC
80	0.4665	-0.623	-0.07825	0.832937103759354	0.892045270627694	HIST1H4A
81	0.2095	0.493	0.35125	0.0649961266188865	0.234728053321774	RFC2
82	0.5115	-0.696	-0.09225	0.82144931550979	0.883762669792126	HIST1H3A;H3F3A;HIST3H3;HIST2H3A;H3F3C
83	-0.0605	0.129	0.03425	0.767555790265936	0.85140207349121	ANXA6
84	-0.6515	-0.855	-0.75325	0.00596359882411699	0.115783807419537	SRGAP2
85	-2.0795	-1.437	-1.75825	0.00364969147142688	0.0976218287885727	FLNB
86	-1.4825	-1.21	-1.34625	0.00152039861035479	0.0820018266896269	TJP2
87	0.9375	0.34	0.63875	0.0497764670297537	0.212681268218039	LIG3
88	0.9235	0.374	0.64875	0.0406197935201484	0.19886773910906	VPS36
89	-0.5525	-0.775	-0.66375	0.00933375334909122	0.126678042057047	DAPK1
90	-0.3945	-1.695	-1.04475	0.0800430010498929	0.252616717204177	SIPA1L1
91	-0.9625	-1.607	-1.28475	0.00907140649922621	0.126571032223037	DOCK7
92	1.2095	0.385	0.79725	0.0563932310515377	0.221930299233922	LEMD2
93	-0.3365	-0.505	-0.42075	0.0259436123036342	0.172371788820813	PTPRG
94	0.2965	0.214	0.25525	0.0698369432697772	0.238591426124161	RPA3
95	-0.1695	-0.483	-0.32625	0.0863981780320037	0.260064049153973	ST14
97	-0.7225	-1.185	-0.95375	0.0102119521948946	0.129220472004628	LRCH1
98	0.2215	-0.059	0.08125	0.555609028815532	0.710787804892542	CPT2
99	-0.9035	-1.904	-1.40375	0.0206883794212373	0.161279756864937	MLLT4
100	0.0775	-0.23	-0.07625	0.594918064767571	0.737956767003184	AAMP
101	-0.8185	0.064	-0.37725	0.271066425326418	0.463036624778772	LSM14A
102	-1.5365	-2.216	-1.87625	0.00345977861075665	0.0972877917041827	PPP1R18
103	-0.2305	-0.468	-0.34925	0.0548276130307425	0.219443852641293	PARP4
104	-0.3455	-0.387	-0.36625	0.0264894454663923	0.173382897764665	LAMP1
105	-0.5245	-1.066	-0.79525	0.0232181823885168	0.167885318809275	SCRIB
106	-0.3395	0.007	-0.16625	0.312420749730255	0.503608165905213	VPS26B
107	0.1725	-0.231	-0.02925	0.858602477935704	0.911520539660686	CDC42SE1
108	0.5565	-0.626	-0.0347500000000001	0.930622575100134	0.954100836338718	NFX1
109	-0.8785	-0.877	-0.87775	0.00216946678391175	0.0895669370760065	MYO6
110	1.1565	0.244	0.70025	0.0935861384604399	0.269377423915002	EMD
111	0.3825	-0.55	-0.08375	0.794893726143046	0.866410761274857	HIST1H2BD
112	-1.6145	-2.146	-1.88025	0.00192465664024303	0.0895669370760065	WBP11
113	0.4185	-0.528	-0.05475	0.86636261807398	0.915147183515098	HIST1H2AG;HIST1H2AD;HIST2H2AA3;HIST2H2AC;H2AFJ;HIST1H2AH;HIST1H2AJ
114	-0.4695	-0.095	-0.28225	0.144102647513845	0.336076702633301	FYN
115	-0.00949999999999999	0.114	0.05225	0.626131305487464	0.761260899872046	POR
116	-0.2005	-0.406	-0.30325	0.0677948556730954	0.236638439674665	BASP1
117	-0.4515	-0.31	-0.38075	0.0305649534867612	0.180520374658464	FAM126B
118	0.3575	0.393	0.37525	0.0246676588718606	0.171158059341372	DBI
119	0.3355	0.088	0.21175	0.165625811485217	0.36015130190771	RPA1
120	0.0605	0.277	0.16875	0.223720700293501	0.420055290311976	DDI2
121	0.1665	-0.289	-0.06125	0.733176210524626	0.829487528413349	KRAS
122	-0.5875	-0.465	-0.52625	0.0119211019310995	0.134348663836301	REEP5
123	0.2355	-0.111	0.06225	0.681080973705234	0.795723154648516	ERBB2IP
124	-0.0485	0.225	0.08825	0.519836876207195	0.68337075416366	VPRBP
125	-0.4265	-0.485	-0.45575	0.0150465871664798	0.146126586390331	GNG5
126	-1.0755	-1.648	-1.36175	0.00584352015251901	0.115032118202191	TPRN
127	-0.6875	-0.3	-0.49375	0.0433630428338397	0.202151617066401	HYOU1
128	0.8995	0.343	0.62125	0.0463968668354486	0.206836980878897	MB21D1;C6ORF150
129	-0.0705	-0.044	-0.05725	0.567809378573925	0.721549963502593	GNB4
130	0.2465	-0.127	0.05975	0.705325999244578	0.811655312177217	PIGS
131	-0.9015	0.106	-0.39775	0.297547473746712	0.487272866414476	MYLK
132	-1.4715	-2.444	-1.95775	0.00762432370691122	0.119487526713386	GOLGA4
133	0.3595	0.108	0.23375	0.139219925028318	0.332385726752023	PITRM1
134	-0.4725	-0.256	-0.36425	0.0454645960706613	0.206699286470328	CD59
135	0.0615	0.022	0.04175	0.674066075875124	0.789771150152834	CNPY2
136	-1.3185	-1.979	-1.64875	0.00470304986077859	0.105979685218915	KIF21B
138	-0.3815	-0.436	-0.40875	0.0201201404805773	0.160807742187764	ROCK2
139	0.7545	0.065	0.40975	0.167271461510207	0.363009965942335	NUAK1
140	0.3825	4.401	2.39175	0.143141955482239	0.335186500737769	AUH
141	-0.6155	-0.105	-0.36025	0.13547143439032	0.3265208931459	BAX
142	0.5265	0.064	0.29525	0.171973211738057	0.366208327908224	RPA2
143	-0.0555	-0.791	-0.42325	0.174245080785956	0.367714121735597	MYO5C
144	-0.3585	-0.329	-0.34375	0.0308914805266611	0.180520374658464	GNG12
145	1.6385	0.363	1.00075	0.0845810422211432	0.258891453378395	BABAM1
146	-0.6515	-0.689	-0.67025	0.00488467211018424	0.106427624122557	CD109
147	-0.1875	-0.149	-0.16825	0.157552224179304	0.349761685256349	GNG2
148	-0.2295	-0.397	-0.31325	0.0546986891352869	0.219443852641293	MARCKS
149	-0.0615	-0.082	-0.07175	0.480585040056786	0.651741459928618	MAP2K7
150	-1.8775	0.223	-0.82725	0.286070240325072	0.479211349628049	DDX12;DDX11;DDX12P;DDX11L8
151	-0.4275	0.33	-0.04875	0.855085727490853	0.908127743574905	USP16
152	1.0225	0.259	0.64075	0.0802194818477579	0.252798941838241	TMEM189;UBE2V1
153	0.1025	-0.014	0.04425	0.675593530300655	0.790997407362688	ANXA5
154	0.4325	-0.602	-0.08475	0.810782041049014	0.877169653091501	HIST1H2BJ;HIST2H2BE;HIST1H2BO;HIST1H2BB;HIST3H2BB
155	-0.8035	-0.431	-0.61725	0.0227947426208938	0.167181281039914	IGF2BP2
156	-0.8295	-0.533	-0.68125	0.0122790419662748	0.13489872323167	MOXD1
157	0.2445	-0.125	0.05975	0.703518925703264	0.810994136497456	TPRKB
158	-0.0645	0.102	0.01875	0.866266296285349	0.915147183515098	MBNL1
159	0.3545	-0.121	0.11675	0.538798675822349	0.699123600733613	RASA3
160	-0.0485	-0.013	-0.03075	0.75455944455123	0.842897760364647	ARHGEF7
161	0.0975	0.042	0.06975	0.497752789165357	0.665964488147224	SUPT16H
162	-0.4965	-0.362	-0.42925	0.0217208312274914	0.163154188900563	CLTC
163	-0.4375	-0.296	-0.36675	0.0336831645829801	0.183235981567851	HEATR5B
164	0.1505	-0.115	0.01775	0.891615934217045	0.932270474079732	C6ORF108;RCL
165	-0.4495	0.083	-0.18325	0.391630442837362	0.574625603735754	NUDT16L1
166	-0.7915	-0.63	-0.71075	0.00587398050394168	0.115032118202191	AHNAK
167	-0.6335	-0.408	-0.52075	0.0185651458285438	0.156167565024387	HNRNPH3
168	-0.2465	-0.248	-0.24725	0.0689306802358439	0.237835762904801	SFXN1
169	0.0125	-0.17	-0.07875	0.506681140322097	0.672983831917521	MGAT1
170	-0.1495	-0.127	-0.13825	0.219338054469296	0.415544103388962	ARL6IP5
171	0.1725	-0.049	0.06175	0.617895614942914	0.754874330918005	BAIAP2L1
172	-0.0585	-0.078	-0.06825	0.500354395510809	0.667544996443861	SPATS2
173	0.3755	-0.468	-0.04625	0.874647548346994	0.922009110561233	CHMP6
174	-1.1045	-0.657	-0.88075	0.011964789818856	0.134348663836301	TLN1
175	0.2925	0.044	0.16825	0.243858552240466	0.439813206219502	TBCA
176	-0.4655	-0.595	-0.53025	0.0119532853270871	0.134348663836301	LARP4
177	-0.5505	-0.387	-0.46875	0.0190441093643156	0.157424924142207	SEC16A
178	-1.0985	-1.417	-1.25775	0.00233779839137787	0.0895669370760065	PPP1CA
179	0.4725	0.272	0.37225	0.040392768299397	0.198050980186313	AMDHD2
180	-1.5895	-2.099	-1.84425	0.00185423771464337	0.0895669370760065	HP;HPR
181	0.0025	0.047	0.02475	0.801475319315139	0.87131193679743	IRF4
182	1.0645	0.401	0.73275	0.0438191115379761	0.202151617066401	PPOX
183	0.7115	0.274	0.49275	0.0530949513784028	0.216702734130768	TBC1D15
184	-0.1185	0.141	0.01125	0.930412016557982	0.954100836338718	HCA90;TPX2
185	0.1595	-0.383	-0.11175	0.590763214727146	0.735937514749077	RAP1A
186	-0.4655	-0.333	-0.39925	0.0261738858770877	0.17256930768661	FMNL1
187	-0.4225	-0.419	-0.42075	0.0177773357481001	0.154410854208278	SYNGR2
188	-0.0715	-0.228	-0.14975	0.233894463331179	0.431457629996274	SARNP
189	-0.5165	0.062	-0.22725	0.329615322953978	0.519569850581334	EPB41L2;DKFZP781H1755
190	0.1815	0.309	0.24525	0.0852496946728948	0.259448234240855	CBFB
191	-0.4365	-0.396	-0.41625	0.0187713082350363	0.156167565024387	CCNY
192	0.1125	0.215	0.16375	0.180604794721679	0.37354486713894	RFC1
193	0.0555	-0.014	0.02075	0.835296353655517	0.893766636686736	RFC5
194	0.3035	0.331	0.31725	0.03791585620216	0.19103088346877	IDH1
195	-0.3855	-0.175	-0.28025	0.0826859172319713	0.255433490791724	TTC7A
196	-0.2365	-0.326	-0.28125	0.0563652562389607	0.221930299233922	RAP2A
197	0.6125	0.231	0.42175	0.062168805805958	0.230592301129202	C3ORF37
198	0.2165	-0.121	0.04775	0.747429038149214	0.83854362601714	C19ORF10
199	-0.2315	0.072	-0.07975	0.576609157831922	0.727264521643705	ILF2
200	-0.2395	-0.256	-0.24775	0.0688540267980864	0.237835762904801	ICAM3
201	-0.1085	-0.015	-0.06175	0.55604888996703	0.710787804892542	PPP2R5A
202	-0.4355	-0.181	-0.30825	0.0785020316733029	0.250267744125225	FAM126A
203	-0.2195	-0.309	-0.26425	0.0653736874473562	0.234753125864653	ANP32A
204	-0.3285	-0.216	-0.27225	0.0644490932449738	0.234197933765229	COX4I1
205	2.1305	0.292	1.21125	0.119383200790004	0.302131331230087	LIG4
206	-0.1115	0.114	0.00125000000000001	0.991803895574638	0.993011204029385	STK16
207	-0.1405	0.181	0.02025	0.887547421615079	0.930538883720079	TRANK1
208	0.8105	0.019	0.41475	0.201546218703566	0.397534208354156	DDX31
209	-0.3265	-1.421	-0.87375	0.0830309045024954	0.256018440312287	BCAR1
210	-0.0595	-0.016	-0.03775	0.70340460774732	0.810994136497456	HBEBP2BPA;MPDU1
211	0.2045	0.117	0.16075	0.18179113176944	0.375215071217978	CHEK1
212	-0.5055	-0.304	-0.40475	0.0327416139398567	0.182313671893567	PURA
213	-0.3255	-0.249	-0.28725	0.0520914616033031	0.214710610877708	GOLT1B
214	1.1995	-0.151	0.52425	0.297133623938725	0.487080031269759	DPM3
215	1.4605	0.106	0.78325	0.157185066794688	0.349448656914446	GIT1
216	-0.3075	-0.099	-0.20325	0.158847474449509	0.351215182082584	CUL2
217	-0.2215	-0.486	-0.35375	0.0592426282045256	0.225802623444706	HLA-DRB1
218	-0.5145	-0.449	-0.48175	0.0130739747036297	0.138752828306263	SRSF9
219	0.7345	0.185	0.45975	0.0917256889250096	0.266536742392633	SSRP1
220	0.0755	-0.23	-0.07725	0.589157817227262	0.734772258786085	MRPS36
221	-0.2815	-0.061	-0.17125	0.220798887839421	0.417460391252973	POLR1E
222	-0.4735	-0.957	-0.71525	0.0245634998199822	0.171158059341372	LSP1
223	0.8575	0.118	0.48775	0.134699077279989	0.324897334494988	VRK3
224	0.3025	0.497	0.39975	0.0328677420751377	0.182313671893567	FBXW5
225	0.1195	0.329	0.22425	0.131969345356125	0.319955155653392	DAB2
226	0.1145	-0.05	0.03225	0.772599944869576	0.854576567312777	GYS1
227	-0.5905	-1.093	-0.84175	0.0170836522694632	0.153986893058997	MYO5B
228	-0.3305	0.157	-0.08675	0.648476755446707	0.773477613514116	SH3GL1
229	-0.3275	-0.281	-0.30425	0.0429910175031232	0.201901811027661	TMSB4X;TMSL4
230	-0.6165	-0.601	-0.60875	0.00632542671908499	0.118651516149724	CCDC69
231	0.5025	-0.315	0.09375	0.744229295210703	0.836526949519376	ELMOD2
232	0.1725	2.19	1.18125	0.14994900503725	0.342685218959994	CCDC93
233	-0.2875	-0.094	-0.19075	0.170862260566446	0.365688293714598	EIF5
234	-0.0815	-0.113	-0.09725	0.357149639371581	0.545966129071502	CLPTM1
235	-0.4395	0.21	-0.11475	0.630717986275045	0.763880450817946	FKBP11
236	-0.3865	-0.991	-0.68875	0.0422540487003051	0.201180637082495	CALM2;CALM1
237	-0.4105	-0.213	-0.31175	0.0616735556037428	0.229631730732588	MINOS1
238	-1.3465	-2.064	-1.70525	0.00522211293073957	0.108983714767757	NFATC2
239	0.3275	0.186	0.25675	0.0800679347490679	0.252616717204177	TMEM43
240	-1.0375	0.264	-0.38675	0.407163962259075	0.589068368095242	GADD45GIP1
241	0.0865	-0.183	-0.04825	0.715888234996982	0.818655645860296	ATP5J
242	-0.0945	-0.055	-0.07475	0.466704931835837	0.641914392031733	GNB1
243	-0.1365	-0.004	-0.07025	0.523893786276462	0.686894861298011	SRPK1
244	-0.0285	-1.446	-0.73725	0.189405148321865	0.385886712704189	JAK3
245	-0.4245	-0.285	-0.35475	0.036441330582663	0.188509125371028	CALR
246	0.4325	0.563	0.49775	0.0143019635141041	0.142586242307281	SDF4
247	-0.3215	0.05	-0.13575	0.412718740054223	0.59398278861697	MSI2
248	-0.6545	-0.204	-0.42925	0.0770657520104225	0.249072342186554	RBM42
249	0.2895	-0.108	0.09075	0.586283562565234	0.732297995762954	PRKDC
250	0.8695	0.863	0.86625	0.00225692338011936	0.0895669370760065	RAE1
251	1.1785	0.094	0.63625	0.156636277586958	0.349141838252773	PNKP
252	0.7845	0.133	0.45875	0.122916285182603	0.305664836168378	XRCC5
253	-0.7455	0.047	-0.34925	0.263981733090546	0.456864756374484	LRBA
254	0.1015	-0.017	0.04225	0.68971562302474	0.800410723016365	FAM49B
255	0.0565	-0.051	0.00275	0.978691536541486	0.984677417498926	PGRMC2
256	-0.6815	-0.094	-0.38775	0.14503161470896	0.336948905928614	HTT
257	-0.2075	-0.095	-0.15125	0.210560473695107	0.407017601913574	DKC1
258	-0.1885	-0.209	-0.19875	0.11213877862647	0.293505633795615	HEXB
259	-1.1045	-0.402	-0.75325	0.0461139157370549	0.206836980878897	ZC3H7B
260	-0.1195	-0.362	-0.24075	0.127529187442816	0.313012004738494	ANP32B
261	-0.7605	-1.888	-1.32425	0.0323752391089124	0.182313671893567	SHROOM3
262	0.4005	-0.24	0.08025	0.731021365734939	0.82769698314088	CDC42BPA
263	-0.0035	0.013	0.00475	0.960915646472694	0.974541454036733	ACO1;IRP1
264	0.1505	0.263	0.20675	0.118249750019357	0.300882967953352	PKP2
265	0.1295	-0.089	0.02025	0.866685274242604	0.915147183515098	RHOA;RHOC
266	0.2785	0.052	0.16525	0.237126569970703	0.434956605207808	UBE3C
267	0.7575	0.057	0.40725	0.17326737145303	0.367063523554714	XRCC6
268	-0.3615	-0.516	-0.43875	0.0220012084223477	0.164509035703463	FABP5
269	-0.0915	-0.242	-0.16675	0.193669286459401	0.39018490658385	PPP2R5E
270	-0.2105	-0.131	-0.17075	0.161015737755009	0.353830728597496	CROCC
271	2.6775	0.405	1.54125	0.111445713970807	0.292934692334178	MAP2K1
272	-0.0625	-0.223	-0.14275	0.253665348233873	0.449412490947465	NOP58
273	0.3875	0.097	0.24225	0.147470991552359	0.340476885759482	HPCAL1;HPCA
274	0.1135	0.032	0.07275	0.488713367744021	0.65896187699911	STT3B
275	-0.3195	-0.373	-0.34625	0.0312071887748712	0.180605701992661	LAT2
276	0.2615	0.482	0.37175	0.0439149596899915	0.202151617066401	TCEB3
277	-0.3565	0.195	-0.08075	0.697468103438624	0.807129813687328	TRIM56
278	0.1095	-0.329	-0.10975	0.540599269437412	0.699124055207974	CD2BP2
279	0.5955	0.324	0.45975	0.0317049319826973	0.180863852817154	RFC3
280	-0.4165	-0.285	-0.35075	0.0365434215454188	0.188509125371028	MAN2B1
281	0.8315	0.471	0.65125	0.0186958060983202	0.156167565024387	TK2
282	-0.3545	-0.17	-0.26225	0.0875745867518322	0.261699760989339	FAM162A
283	0.2765	0.197	0.23675	0.082423696368381	0.255102503341462	SLC25A11
284	-0.5515	-0.608	-0.57975	0.00762686340723742	0.119487526713386	HNRNPA3
285	-0.1475	-0.299	-0.22325	0.111652660645481	0.293166203929475	RAP2C;RAP2A
286	0.5265	0.302	0.41425	0.0339181497795809	0.183235981567851	SPECC1L
287	-0.1605	0.093	-0.03375	0.792484201918123	0.865346455219431	GLCCI1
288	-0.6325	-0.388	-0.51025	0.0213508944302461	0.161873927000786	TMED10
289	0.1455	0.603	0.37425	0.106584179425308	0.287906954950433	FCHO2
290	0.2495	-0.16	0.04475	0.788001978274281	0.86303664513587	CASK
291	-0.7875	-0.61	-0.69875	0.00659631678504744	0.119487526713386	PAIP1
292	-2.1485	-2.635	-2.39175	0.000774231045892636	0.0515718725215978	GSDMA
293	0.1325	0.418	0.27525	0.112445679511256	0.294037006779581	IFIT5
294	-0.0185	-0.367	-0.19275	0.255940883003085	0.450547323769068	RER1
295	1.2495	0.195	0.72225	0.116062067446775	0.299016602897329	EXOC5
296	0.3005	0.413	0.35675	0.033006256763116	0.182505184454877	DHTKD1
297	-0.4545	-0.206	-0.33025	0.0654311904005735	0.234753125864653	DHX36
298	0.0385	0.884	0.46125	0.185722722326132	0.381415578310222	UBE4A
299	0.6685	0.259	0.46375	0.0552223549117154	0.220487315120806	THNSL1
300	0.0585	-0.045	0.00675	0.947522597593135	0.965422528981547	ARHGDIB
301	-0.9955	-0.735	-0.86525	0.00523386836878589	0.108983714767757	TPR
302	0.2545	0.116	0.18525	0.155950699795475	0.347849357509908	PACAP
303	-0.1475	-0.235	-0.19125	0.131384599619628	0.319243229504119	CYB5R3
304	-1.4505	-1.183	-1.31675	0.00158351614416586	0.082694731973106	KBTBD8
305	0.1825	0.2	0.19125	0.121198673913035	0.303751977466135	LSS
306	0.0575	-0.137	-0.03975	0.734234437723612	0.82974999647377	ARHGAP1
307	0.0705	0.062	0.06625	0.511321059497983	0.67611954687185	DPP3
308	-0.3485	-0.345	-0.34675	0.0298171370377041	0.17966736420155	FAM78A
309	-0.1035	-0.1	-0.10175	0.336308525106449	0.525881676616073	VTA1
310	0.0315	0.356	0.19375	0.239051477641134	0.435531019373757	HAUS4
311	-0.2145	-0.076	-0.14525	0.23615313576228	0.434046824948547	UBXN4
312	0.6725	0.409	0.54075	0.0198874530317565	0.160760983966778	SMTN
313	-0.2625	-0.12	-0.19125	0.148318884250758	0.340757138916279	EPHX1
314	-0.2865	-0.242	-0.26425	0.060520946218869	0.228080083688521	PDIA4
315	-0.5535	-0.165	-0.35925	0.0919837125028945	0.266536742392633	APOBEC3G
316	-0.2055	0.025	-0.09025	0.482824178667139	0.653431323658942	DHPS
317	-0.7925	-0.421	-0.60675	0.023759678841557	0.169184513868489	IGF2BP3
318	-0.0525	0.185	0.06625	0.60288463966484	0.743437205583704	DNAJC3
319	0.1315	0.078	0.10475	0.330999130013371	0.520299635806971	ARHGDIA
320	-0.1225	-0.123	-0.12275	0.261921175154817	0.454599679935162	GLA
321	0.1685	0.407	0.28775	0.0862955850041382	0.259993108666314	QIL1
322	-0.00149999999999999	0.061	0.02975	0.76547366432228	0.849875227034602	TMCO1
323	-0.5885	-0.426	-0.50725	0.0152849646580038	0.14709856191053	GLIPR2
324	-0.1795	0.031	-0.07425	0.545984582800553	0.704427167613262	NUSAP1
325	-0.1405	-0.118	-0.12925	0.243648126649396	0.439813206219502	APMAP;C20ORF3
326	-1.4835	0.149	-0.66725	0.274074713165079	0.466505372692081	EXOC7
327	0.3505	0.519	0.43475	0.0237817456547248	0.169184513868489	C17ORF62
328	-0.9025	-0.394	-0.64825	0.0350176503035756	0.185263048556384	CSDA
329	-0.2885	-0.045	-0.16675	0.244095850120913	0.439813206219502	APOBEC3B
330	-0.0885	-0.328	-0.20825	0.166652242383284	0.361904869598022	RRAS
331	0.1785	0.132	0.15525	0.183408792335676	0.378316568516849	EIF2AK2
332	1.5955	-0.039	0.77825	0.217583290961141	0.414984943340378	CERS2;LASS2
333	-0.1705	-0.273	-0.22175	0.0998146764285478	0.281880073347573	CD9
334	-0.3975	-0.309	-0.35325	0.0317614408346319	0.180863852817154	LIME1
335	-1.2615	-0.678	-0.96975	0.0158865319829701	0.150055450338467	MACF1
336	-0.2895	-0.334	-0.31175	0.0403334169294986	0.198050980186313	TMEM109
337	0.0685	0.171	0.11975	0.293556985425423	0.484354303936631	ZNF598
338	-0.2055	-0.094	-0.14975	0.21362631867069	0.410771822575435	STX7
339	0.0015	-0.217	-0.10775	0.402487292923505	0.586181139317543	PTMA
340	-1.0065	-0.927	-0.96675	0.00180838544623992	0.0887998226586469	DOCK10;DOCK10.2
341	-0.5635	-0.296	-0.42975	0.0370715514027522	0.188509125371028	EFR3A
